"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
18398,30,"RM",7969,"Inside","1Fam","1Story",5,6,1948,1963,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",322,"Y",1599,0,0,1622,1,0,2,1,"TA",5,"Min",0,NA,"Detchd","Unf",2,837,"TA","TA",0,6,2007,"Normal",154343
18420,160,"RM",1646,"Inside","Twnhs","2Story",6,5,1968,1968,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",342,"Y",477,492,0,938,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,269,"TA","TA",0,11,2008,"Normal",84796
18508,70,"RM",10830,"Inside","1Fam","2Story",5,8,1904,2000,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",999,608,0,1561,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,685,"Gd","TA",0,6,2007,"Normal",170473
18728,120,"RL",3346,"Inside","TwnhsE","1Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Y",1414,0,0,1410,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,391,"TA","TA",0,5,2005,"Normal",251426
18750,75,"RL",7403,"Inside","1Fam","2.5Sto",7,5,1941,1943,"Gable","TA","Gd","CBlock","TA","TA","No","LwQ",349,"Y",895,712,0,1663,2,0,4,1,"TA",7,"Typ",2,"Gd","Detchd","Unf",1,242,"TA","TA",0,8,2007,"Normal",126544
18772,80,"RL",12162,"Corner","1Fam","2.5Sto",6,6,1963,1963,"Gable","TA","Gd","CBlock","TA","TA","Gd","LwQ",563,"Y",1422,0,0,1470,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","RFn",2,627,"TA","TA",0,8,2009,"Normal",162735
18992,20,"RL",8087,"Inside","1Fam","1Story",5,5,1957,1957,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",1131,"Y",1183,0,0,1154,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,686,"TA","TA",0,7,2009,"Normal",155801
19014,20,"FV",8844,"Inside","1Fam","1Story",7,5,2007,2007,"Gable","Gd","TA","PConc","Ex","TA","No","Unf",0,"Y",1339,0,0,1391,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","Fin",2,549,"TA","TA",0,5,2007,"Abnorml",232670
19102,60,"RL",14712,"Corner","1Fam","2Story",5,6,1948,1945,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1536,711,55,2380,2,0,2,1,"TA",7,"Typ",1,"TA","Attchd","Unf",2,657,"TA","TA",0,5,2006,"Normal",147104
19124,60,"RL",10134,"Inside","1Fam","2Story",7,5,1993,1992,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",774,"Y",1060,912,0,1913,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,588,"TA","TA",0,6,2010,"Normal",193472
19234,50,"RM",5635,"Inside","1Fam","1.5Sto",5,6,1941,1943,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",673,475,0,1100,1,1,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,199,"TA","TA",0,8,2008,"Abnorml",68209
19256,60,"FV",9303,"Inside","1Fam","2Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",62,"Y",1147,1361,0,2587,2,1,4,1,"Ex",11,"Typ",1,"Gd","Other","Fin",2,549,"TA","TA",0,8,2006,"Abnorml",305824
19366,20,"RL",7278,"Inside","1Fam","1Story",5,5,2005,2002,"Gable","TA","TA","PConc","Ex","Gd","No","ALQ",993,"Y",1120,0,0,1078,1,1,2,1,"TA",5,"Typ",0,NA,"Attchd","Fin",2,451,"TA","TA",0,6,2007,"Normal",159691
19564,20,"RL",12054,"Inside","1Fam","1Story",6,4,1949,1949,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",1013,"Y",1533,0,0,1451,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,526,"TA","TA",0,2,2010,"Normal",170624
19586,50,"RL",7807,"Corner","1Fam","1.5Sto",5,7,1949,1996,"Gable","TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Y",655,248,0,953,1,0,3,1,"TA",6,"Typ",1,"Po","Detchd","Unf",2,598,"TA","TA",0,7,2006,"Normal",120240
19608,60,"RL",10649,"Inside","1Fam","2Story",6,5,1975,1975,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",236,"Y",905,754,0,1645,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,459,"TA","TA",0,7,2008,"Normal",213141
19652,20,"RL",12675,"Inside","1Fam","1Story",5,5,1951,1951,"Gable","TA","TA","PConc","Gd","TA","Mn","BLQ",1104,"Y",1352,0,0,1354,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",1,353,"TA","TA",0,6,2008,"Normal",129062
19696,60,"RL",6752,"Inside","1Fam","2Story",6,5,1955,1955,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",403,"Y",1003,851,0,1771,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",2,496,"TA","TA",0,10,2007,"Normal",154799
19718,30,"RM",9037,"Inside","1Fam","1Story",4,6,1936,1946,"Gable","TA","TA","BrkTil","TA","TA","No","ALQ",274,"N",943,0,0,994,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,342,"TA","TA",0,4,2005,"Abnorml",82271
19806,20,"RL",7299,"Inside","1Fam","1Story",4,6,1962,1962,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",316,"Y",824,0,0,822,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,697,"TA","TA",0,6,2006,"Normal",107646
19872,20,"RL",15548,"CulDSac","1Fam","1Story",7,5,2003,2003,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1640,0,0,1707,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,697,"TA","TA",0,8,2005,"Abnorml",235899
19916,20,"RL",9435,"Inside","1Fam","1Story",5,5,1950,1950,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",370,"Y",1057,0,0,1106,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,292,"TA","TA",0,2,2010,"Normal",109867
19938,20,"RL",12884,"Corner","1Fam","1Story",8,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",64,"Y",1555,0,0,1631,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",3,885,"TA","TA",0,6,2006,"Normal",197227
19982,20,"RL",9147,"Inside","1Fam","1Story",5,5,1981,1981,"Gable","TA","TA","CBlock","Gd","TA","Av","BLQ",304,"Y",869,0,0,867,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",2,490,"TA","TA",0,6,2005,"Normal",149307
20026,90,"RL",11458,"Corner","Duplex","2Story",5,5,1952,1952,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",453,"Y",1053,1132,0,2175,2,0,5,2,"TA",12,"Typ",0,NA,"Detchd","Unf",2,501,"TA","TA",0,1,2010,"Normal",125574
20136,160,"RM",1921,"Inside","Twnhs","2Story",4,5,1960,1960,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",535,553,0,1061,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,289,"TA","TA",0,1,2007,"Normal",72039
20180,20,"RL",16957,"Inside","1Fam","1Story",4,6,1951,1951,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",1027,"Y",1256,0,0,1238,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,277,"TA","TA",0,4,2009,"Normal",151343
20202,60,"RL",12704,"Corner","1Fam","2Story",7,5,1986,1986,"Gable","Gd","TA","PConc","Ex","TA","Mn","BLQ",46,"Y",881,1271,0,2158,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,870,"TA","TA",0,11,2007,"Normal",216472
20356,20,"RL",15075,"Corner","1Fam","1Story",5,6,1974,1974,"Gable","TA","TA","PConc","Gd","TA","Av","ALQ",766,"Y",1173,0,0,1117,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,536,"TA","TA",0,3,2008,"Abnorml",188748
20444,60,"RL",13120,"Corner","1Fam","2Story",7,5,1993,1993,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",971,1188,0,2235,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",2,662,"TA","TA",0,11,2006,"Normal",252533
20466,20,"RL",9350,"Inside","1Fam","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Y",1520,0,0,1432,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","Fin",3,594,"TA","TA",0,7,2008,"Normal",236157
20510,20,"RL",12105,"Corner","1Fam","1Story",9,5,1998,1998,"Hip","Ex","TA","PConc","Ex","Gd","No","Unf",0,"Y",1973,0,0,1909,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,773,"TA","TA",0,3,2007,"Normal",258242
20554,20,"RL",26412,"Inside","1Fam","1Story",7,7,1960,1999,"Flat","TA","TA","CBlock","Gd","TA","Gd","GLQ",413,"Y",2025,0,0,2108,2,0,4,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",2,498,"TA","TA",0,11,2008,"Normal",230949
20686,90,"RL",12494,"Inside","Duplex","1Story",6,5,1972,1972,"Gable","TA","TA","CBlock","TA","TA","Gd","LwQ",955,"Y",1721,0,0,1764,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd","Unf",2,573,"TA","TA",0,7,2005,"Normal",116674
20708,60,"RL",8972,"FR2","1Fam","2Story",7,5,1991,1991,"Gable","Gd","TA","PConc","Gd","TA","No","ALQ",769,"Y",971,1039,0,2052,2,1,3,1,"Gd",8,"Typ",1,"TA","Other","RFn",2,375,"TA","TA",0,6,2008,"Normal",208230
20884,20,"RL",9582,"Inside","1Fam","1Story",6,7,1972,2003,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",1022,"Y",1353,0,0,1432,1,1,3,1,"Gd",5,"Typ",1,"TA","Attchd","RFn",2,687,"TA","TA",0,3,2010,"Normal",180317
21016,90,"RH",6925,"Inside","Duplex","2Story",6,6,1946,1944,"Gable","TA","TA","CBlock","Gd","TA","No","LwQ",486,"N",937,984,0,2042,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd","Unf",2,511,"TA","TA",0,8,2006,"Normal",165273
21126,20,"RL",6881,"Inside","1Fam","1Story",5,7,1958,2002,"Gable","TA","Gd","CBlock","TA","TA","Gd","BLQ",672,"Y",828,0,0,843,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,2,2009,"Normal",92469
21148,60,"RL",12072,"Corner","1Fam","2Story",6,7,1977,1992,"Gable","TA","Gd","CBlock","Gd","Gd","No","ALQ",932,"Y",1554,1376,0,2987,2,1,4,1,"TA",11,"Typ",1,"TA","Attchd","Fin",2,615,"TA","TA",0,7,2007,"Normal",281657
21170,160,"RL",2305,"Corner","TwnhsE","2Story",6,6,1966,1966,"Gable","TA","TA","CBlock","Gd","TA","No","ALQ",556,"Y",778,746,0,1613,2,1,3,1,"Gd",7,"Typ",1,"TA","Detchd","Unf",2,426,"TA","TA",0,7,2007,"Normal",121089
21346,50,"RL",10946,"Inside","1Fam","1.5Sto",4,4,1949,1943,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"N",751,466,0,1191,1,1,4,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,12,2006,"Abnorml",107454
21368,160,"RL",2288,"Inside","Twnhs","2Story",7,5,2003,2002,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",547,"Y",755,853,0,1669,2,0,2,1,"Gd",6,"Typ",0,NA,"Other","RFn",2,472,"TA","TA",0,7,2009,"Normal",130549
21390,120,"RL",7601,"Inside","TwnhsE","1Story",6,5,1972,1972,"Gable","TA","TA","CBlock","Gd","TA","No","Unf",0,"Y",914,0,0,880,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd","Unf",1,272,"TA","TA",0,4,2009,"Normal",95359
21434,70,"RL",11815,"Corner","1Fam","2Story",7,8,1910,1991,"Gable","TA","Gd","BrkTil","Gd","TA","No","Unf",0,"N",1151,853,0,2031,1,0,3,1,"Gd",8,"Typ",0,NA,"Detchd","Unf",2,522,"TA","TA",0,10,2009,"Normal",164316
21456,160,"FV",2723,"FR2","Twnhs","2Story",7,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",654,"Y",674,740,0,1448,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,494,"TA","TA",0,4,2006,"Normal",169101
21478,30,"RL",5854,"Inside","1Fam","1Story",4,7,1923,1948,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",842,0,0,884,1,0,2,1,"Fa",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,8,2005,"Normal",77733
21500,120,"FV",4304,"Inside","TwnhsE","1Story",7,5,2006,1999,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1124,"Y",1207,0,0,1271,1,1,1,1,"Gd",4,"Typ",0,NA,"Attchd","Fin",2,550,"TA","TA",0,11,2007,"Abnorml",220063
21522,20,"RL",9440,"Inside","1Fam","1Story",4,5,1948,1948,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",535,"Y",883,0,0,863,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,412,"TA","TA",0,5,2006,"Abnorml",96607
21588,60,"RL",12210,"Corner","1Fam","2Story",8,5,1998,1996,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",823,"Y",1303,1333,0,2611,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",3,651,"TA","TA",0,7,2009,"Normal",283987
21610,20,"RL",3306,"Inside","1Fam","1Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",1212,0,0,1211,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,403,"TA","TA",0,3,2007,"Normal",145146
21698,50,"RM",5388,"Corner","1Fam","1.5Sto",6,8,1910,1994,"Hip","TA","Gd","CBlock","TA","Fa","No","Unf",0,"Y",958,604,0,1595,1,0,2,1,"Gd",5,"Typ",0,NA,"Attchd","Unf",1,266,"Fa","TA",0,6,2005,"Normal",116969
21720,20,"RL",10482,"Inside","1Fam","1Story",9,5,2009,2002,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1610,"Y",1930,0,0,2008,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,615,"TA","TA",0,4,2010,"Abnorml",488721
21852,60,"RL",9011,"Inside","1Fam","2Story",6,5,2005,1999,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",730,752,0,1536,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,550,"TA","TA",0,8,2006,"Abnorml",133717
21918,20,"RL",10497,"Inside","1Fam","1Story",5,6,1954,1954,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",912,"Y",1059,0,0,1033,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,383,"TA","TA",0,1,2006,"Normal",164283
21940,20,"RL",12001,"Inside","1Fam","1Story",6,6,1960,1960,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1435,0,0,1423,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn",2,608,"TA","TA",0,2,2009,"Normal",172654
22006,20,"RL",10493,"Corner","1Fam","1Story",3,3,1949,1949,"Flat","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",969,0,0,984,1,0,2,1,"Fa",4,"Min",0,NA,"Detchd","Unf",2,533,"TA","Fa",0,7,2009,"Normal",68161
22292,30,"RM",7443,"Inside","1Fam","1Story",5,4,1910,2005,"Hip","TA","TA","BrkTil","TA","TA","No","ALQ",244,"N",982,0,0,1007,1,0,2,1,"TA",4,"Maj",0,NA,"Detchd","Unf",1,279,"TA","TA",0,6,2009,"Normal",84265
22424,120,"RL",2864,"Inside","TwnhsE","1Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",16,"Y",1479,0,0,1573,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,423,"TA","TA",0,4,2006,"Normal",181796
22490,50,"RM",9387,"Inside","1Fam","1.5Sto",5,5,1930,1947,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",311,"Y",947,345,0,1256,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,157,"Fa","Fa",0,3,2006,"Normal",108638
22512,120,"RL",3024,"Inside","TwnhsE","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","Gd","No","GLQ",15,"Y",1465,0,0,1531,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,442,"TA","TA",0,5,2007,"Normal",218625
22710,60,"RL",14458,"Corner","1Fam","2Story",8,7,1992,1992,"Gable","Gd","Gd","PConc","Gd","Gd","No","GLQ",965,"Y",1370,1144,0,2576,2,1,5,1,"Gd",10,"Typ",1,"TA","Attchd","RFn",3,821,"TA","TA",0,11,2006,"Abnorml",237563
22732,20,"RL",7832,"Inside","1Fam","1Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1031,"Y",1599,0,0,1668,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","Unf",3,858,"TA","TA",0,2,2005,"Normal",188423
22754,30,"RL",6519,"Inside","1Fam","1Story",5,7,1938,1948,"Gable","TA","Gd","PConc","Fa","Fa","No","Unf",0,"Y",910,0,0,938,1,0,2,1,"Fa",5,"Typ",1,"Gd","Other","Unf",1,240,"Fa","TA",0,6,2007,"Normal",147362
22820,60,"RL",9174,"Inside","1Fam","2Story",8,5,2001,1993,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1066,1214,0,2176,2,1,3,1,"Gd",7,"Typ",1,"TA","Other","Fin",2,898,"TA","TA",0,9,2008,"Normal",282889
22842,160,"RM",1522,"Inside","Twnhs","2Story",4,6,1970,2004,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",794,525,0,1373,1,1,3,1,"TA",6,"Typ",1,"TA",NA,NA,0,0,NA,NA,0,5,2008,"Normal",97628
22952,60,"RL",11789,"Inside","1Fam","2Story",7,5,1986,1986,"Hip","TA","TA","PConc","Gd","TA","No","GLQ",1056,"Y",1521,782,0,2373,2,1,4,1,"Gd",10,"Typ",1,"Ex","Attchd","Unf",2,536,"TA","TA",0,5,2007,"Normal",326147
23194,60,"RL",11748,"Corner","1Fam","2Story",8,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Mn","GLQ",962,"Y",1139,884,0,1946,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,593,"TA","TA",0,11,2006,"Normal",191465
23238,120,"RL",7079,"Inside","TwnhsE","1Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",681,"Y",1392,0,0,1336,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,466,"TA","TA",0,6,2005,"Normal",207848
23414,20,"RL",11150,"CulDSac","1Fam","1Story",5,6,1962,1962,"Gable","TA","TA","CBlock","TA","TA","Mn","BLQ",711,"Y",1192,0,0,1138,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","RFn",2,457,"TA","TA",0,11,2009,"Normal",186959
23458,60,"RL",7456,"Inside","1Fam","2Story",6,7,1993,1989,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",813,778,0,1570,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,380,"TA","TA",0,5,2008,"Normal",183858
23480,60,"RL",10059,"Inside","1Fam","2Story",6,6,1956,1956,"Gable","TA","TA","CBlock","TA","TA","Gd","GLQ",681,"Y",836,780,0,1632,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd","RFn",2,431,"TA","TA",0,6,2007,"Normal",143512
23590,50,"RL",7229,"Inside","1Fam","1.5Sto",5,3,1948,1943,"Gable","TA","TA","CBlock","Fa","Fa","Mn","Unf",0,"Y",988,446,0,1439,1,0,4,1,"TA",7,"Typ",1,"TA","Detchd","Unf",1,290,"TA","TA",0,8,2006,"Normal",83795
23656,70,"RL",13000,"Inside","1Fam","2Story",7,6,1940,1976,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",399,"Y",997,789,0,1699,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",1,248,"TA","TA",0,7,2006,"Normal",199719
23678,50,"RL",10756,"Inside","1Fam","1.5Sto",5,8,1936,1980,"Gable","TA","TA","CBlock","Fa","TA","No","ALQ",629,"Y",1058,368,0,1423,2,0,3,1,"Gd",7,"Min",1,"TA","Attchd","Unf",2,568,"TA","TA",0,4,2005,"Normal",164743
23744,20,"RL",8968,"Inside","1Fam","1Story",5,5,1990,1990,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",507,"Y",982,0,0,949,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,310,"TA","TA",0,4,2006,"Normal",104176
23810,20,"RL",8881,"Inside","1Fam","1Story",7,5,1994,1994,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1450,0,0,1462,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,536,"TA","TA",0,9,2006,"Normal",154550
23854,60,"RL",12748,"Corner","1Fam","2Story",6,5,1995,1986,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",576,"Y",721,792,0,1554,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,423,"TA","TA",0,7,2005,"Normal",218455
23920,60,"FV",10186,"Inside","1Fam","2Story",8,5,2005,1996,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",1086,863,0,1980,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",3,1065,"TA","TA",0,5,2009,"Normal",219021
23942,160,"RM",2545,"Inside","Twnhs","2Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",945,749,0,1756,2,0,3,1,"Gd",7,"Maj",0,NA,"Detchd","Unf",2,365,"TA","TA",0,4,2005,"Normal",113238
23964,120,"FV",3194,"Inside","TwnhsE","1Story",8,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1015,"Y",1220,0,0,1254,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd","Fin",2,541,"TA","TA",0,4,2006,"Normal",207706
23986,90,"RL",8294,"Corner","Duplex","1Story",3,4,1941,1941,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1059,0,0,1067,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,419,"TA","TA",0,6,2008,"Normal",97049
24008,160,"FV",2131,"Inside","Twnhs","2Story",7,5,1999,1995,"Gable","Gd","TA","PConc","Gd","TA","No","BLQ",528,"Y",607,648,0,1242,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd","Unf",2,461,"TA","TA",0,3,2007,"Normal",153341
24030,50,"RL",8201,"Inside","1Fam","1.5Sto",6,5,1925,1940,"Gable","TA","TA","PConc","TA","TA","No","LwQ",428,"Y",1404,304,0,1750,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",2,581,"TA","TA",0,6,2008,"Normal",102594
24140,120,"RL",3675,"Inside","TwnhsE","1Story",8,5,1977,1977,"Gable","Gd","TA","CBlock","Gd","TA","No","Unf",0,"Y",1087,0,0,1103,1,1,2,1,"Gd",5,"Typ",0,NA,"Attchd","RFn",2,440,"TA","TA",0,10,2007,"Normal",200006
24250,20,"RL",6730,"Inside","1Fam","1Story",5,7,1960,1992,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",575,"Y",1149,0,0,1097,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd","RFn",1,241,"TA","TA",0,4,2007,"Family",107159
24272,20,"RL",8589,"Corner","1Fam","1Story",6,6,1958,1958,"Hip","TA","TA","CBlock","TA","TA","Mn","ALQ",623,"Y",1183,0,0,1144,1,0,3,1,"TA",6,"Typ",1,"Fa","Other","Fin",2,554,"TA","TA",0,7,2005,"Normal",124567
24360,60,"RL",24208,"CulDSac","1Fam","2Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Ex","Gd","No","Unf",0,"Y",842,1131,0,2069,2,1,3,1,"Gd",9,"Typ",1,"Gd","Other","RFn",2,432,"TA","TA",0,9,2006,"Abnorml",285542
24448,60,"RL",10195,"Inside","1Fam","2Story",7,6,1968,1968,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",393,"Y",1129,905,0,2034,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd","RFn",2,491,"TA","TA",0,9,2008,"Normal",159077
24470,20,"RL",6778,"Corner","1Fam","1Story",5,7,1953,1953,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",674,"Y",847,0,0,826,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,295,"TA","TA",0,7,2006,"Normal",121884
24668,20,"RL",9815,"Inside","1Fam","1Story",7,5,2005,2000,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",23,"Y",1577,0,0,1529,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",3,764,"TA","TA",0,7,2005,"Abnorml",190264
24712,20,"RL",9012,"Inside","1Fam","1Story",5,9,1947,2002,"Hip","TA","Ex","CBlock","TA","TA","No","Unf",0,"Y",688,0,0,703,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,6,2008,"Normal",137589
24734,80,"RL",9420,"Inside","1Fam","2.5Sto",7,5,1989,1989,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",808,684,0,1409,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,396,"TA","TA",0,7,2007,"Normal",141676
24756,20,"RL",10134,"Inside","1Fam","1Story",4,5,1946,1946,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1041,0,0,956,1,0,2,1,"Fa",5,"Typ",1,"TA","Detchd","Unf",2,645,"Fa","Fa",0,11,2008,"Normal",108155
24800,20,"RL",14920,"Corner","1Fam","1Story",7,5,1997,1997,"Hip","Gd","TA","PConc","Gd","TA","Av","GLQ",1347,"Y",1503,0,0,1536,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,652,"TA","TA",0,11,2006,"Family",302611
24910,70,"RM",10389,"Inside","1Fam","2Story",6,4,1880,1946,"Gable","TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Y",1223,989,0,2279,2,0,5,1,"Fa",8,"Typ",0,NA,"Detchd","Unf",1,194,"Fa","TA",0,5,2006,"Normal",115638
24998,50,"RL",9721,"Inside","1Fam","1.5Sto",6,5,1947,1947,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",286,"Y",1074,222,0,1249,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,291,"TA","TA",0,4,2008,"Abnorml",122046
